example_id,query,query_id,product_id,product_locale,esci_label,small_version,large_version,split,product_title,product_description,product_bullet_point,product_brand,product_color
1607601,poleras deportivas mujer,81893,B0983BDPQ3,us,E,1,1,train,"10 Pack Sport Bands Compatible with Fitbit Charge 2 Bands, Soft Silicone Replacement Wristbands for Women Men Small Large (Small, 10 Pack-Diamond Pattern B)",,"Premium Material--Amzpas replacement bands compatible for Fitbit Charge 2 bands are made of soft, flexible, and durable silicone material, comfortable to wear and eco-friendly for the human skin. prevents skin from irritation, Sweat & water resistant.
Secure Design--These replacement wristbands for fitbit charge 2 design with Metal Clasps on both ends, and Metal buckle can double hold your Fitbit charge 2 precisely and securely.
Small and Large Size Available--Small Size for 5.5 inch(140mm)-7.1 inch(180mm) wrist. Large Size for for 6.7"" - 8.1"" (170mm - 206 mm) wrist. Size can be freely adjusted with metal buckle according to your wrist.
Variety of choices: Various Decent Colors for your choices, personalize your Fitbit Charge 2 to fit your mood and outfit in daily life.
12 Months WARRANTY--Replacement or full refund without returning for all quality-related issues. Please feel free to contact us at any time, we will give you a response within 12 hours.",Amzpas,10 Pack-Diamond Pattern (Rose Gold/Gold/Silver/Red/Pink/Black/Navy Blue/Brown/Grey/White)
1607612,poleras deportivas mujer,81893,B095JR67TT,us,E,1,1,train,JHMORP Womens Sports Tennis Golf Shirts Moisture Wicking Running Athletic Shirts Quick Dry Red XL,,"Material:The womens golf polo shirts made of 93% polyester,7% elastane.Moisture wicking fabric pull moisture away from your skin,keeping you dry and cool.
UPF 50+ Sun Protection:UPF 50+ fabric protects effectively your skin during outdoor activities.
Neck & Short Sleeve Design:V-neck of active short sleeves shirts shows female elegant.
Label-Free & Hem Design:The front hem and back hem are designed in different lengths to highlight your body curves.
Occasions:The women's breathable tennis shirt perfect for golf,tennis,exercise,hiking,running or other outdoor sports.",JHMORP,Red
1607613,poleras deportivas mujer,81893,B0085YRWZ4,us,E,1,1,train,"Nike Women's Dri-Fit Legend Short Sleeve T-Shirt, Black/Cool Grey, Medium",Nike Women's Dri-Fit Legend Short Sleeve T-Shirt Dri-FIT fabric wicks moisture away. Ideal for a variety of training conditions. Neck tape added for durability and comfort. Swoosh at upper left chest. 100% polyester. Imported. Women's Sizes: $size$. Colors: $color$.,,Nike,Black
1607614,poleras deportivas mujer,81893,B00KTH2T08,us,E,1,1,train,"Under Armour Women's Tech V-Neck Short-Sleeve T-Shirt , Black (002)/Metallic Silver , Small",,"UA Tech fabric is quick-drying, ultra-soft & has a more natural feel
Material wicks sweat & dries really fast
4-way stretch construction moves better in every direction
Deep V-neck collar & slimmer fit deliver a sleek, more feminine silhouette
Under Armour’s mission is to make all athletes better through passion, design and the relentless pursuit of innovation",Under Armour,Black (002)/Metallic Silver
1607615,poleras deportivas mujer,81893,B00PCR8X1E,us,E,1,1,train,"SPORT-TEK Women's Athletic Shirts, Black, Large","Sport-Tek Ladies PosiCharge Competitor V-Neck Tee Lightweight, roomy and highly breathable, these moisture-wicking, value-priced tees feature PosiCharge technology to lock in color and prevent logos from fading. 3.8-ounce, 100% polyester interlock with PosiCharge technology Removable tag for comfort and relabeling Self-fabric V-neck Set-in sleeves","Gently contoured silhouette.
100% cationic polyester interlock.
Removable tag for comfort and relabeling.",SPORT-TEK,Black
1607617,poleras deportivas mujer,81893,B01ES477BI,us,E,1,1,train,"Hanes Women's Sport Performance V-Neck Tee, Amaranth Heather, Medium",,"Cool DRI interlock fabric dries faster for maximum comfort
Cool comfort technology rapidly wicks away moisture to keep you cool
50+ UPF rating protects against harmful UV rays
Contemporary fit
Chafe-resistant flat lock seams and narrow ribbed v-neck styling",Hanes,Amaranth Heather
1607620,poleras deportivas mujer,81893,B074SFPF6V,us,E,1,1,train,"WANAYOU Women's Compression Shirt Moisture Wicking Long Sleeve Running Athletic T-Shirt Workout Yoga Skiing Tops Winter Baselayer (3 Pack(Black+White+Grey), Medium)","<b>Women's 3 Pack Dry Fit Athletic Compression Long Sleeve T Shirt</b><br> women's athletic shirts & tees-Cool dry technology dries fabric faster for maximum comfort<br> tennis shirts for women-Cool comfort fabric rapidly wicks away sweat to keep you cooler<br> running shirts women-Comfort flat seams help reduce chafing<br> long sleeve undershirt for women-Lightweight 4-way stretch jersey, silk smooth and ultra-soft. Moisture Wicking and quick dry fabric keep you cool and dry in exercises.<br>","Women's compression Tops Fit for all weather and seasons (Releases heat and wicks moisture with a cool dry effect)
Cool & Dry:The lightweight,breathable fabric wicks moisture away from your skin and dries quickly for extra comfort, keep you cool and dry on running or workout.
Soft and Lightweight Fabric: women warm long sleeve shirts is made of 85% Polyester, 15% Spandex,It look smooth, comfortable and breathable. 4-way stretch construction moves better in every direction.
Perfect for Sports:women's workout tops long sleeve is Suitable for all outdoor activities. camping, running, yoga, fitness, fishing, hiking, travel, mountain climbing, fitness exercise all kinds of sports.It is the best gift for wife, girlfriend and sister anyone.
Women's athletic long sleeve shirts combine Crew neck, perfect length and Flowy Curved-Hem for both workout and layering under vest, jacket, scrub/uniform tops.",WANAYOU,3 Pack(black+white+grey)
1607621,poleras deportivas mujer,81893,B07799CRQ6,us,E,1,1,train,"icyzone Workout Tank Tops for Women - Running Muscle Tank Sport Exercise Gym Yoga Tops Athletic Shirts(Pack of 3)(S,Black/Beige/Pale Blush)",70% Polyester 30% Rayon,"√ An exaggerated armhole design lets the tank hang over loosely for a relaxed feel
√ Racerback style with bound edges and flatlock seams
√ Flat-lock stitching to reduce chafing. Please zoom in the product picture and fabric details to make sure it's what you want
√ This Women's Training Tank is ideal for your workout. Lightweight, sweat-wicking fabric helps keep you dry, while a hip-hugging cut and slightly exaggerated arm hole creates a modern silhouette you can move in
√ Please check our size chart before purchasing if you are the first time to buy this product. Enter our store to find the matching part: sports bra, yoga pants, active shorts etc.",icyzone,Black/Beige/Pale Blush
1607624,poleras deportivas mujer,81893,B07G71S4X5,us,E,1,1,train,Mippo Workout Tops for Women Yoga Tops Mesh Running Tie Back Tank Tops Workout Tank Shirts Muscle Tanks Sport Clothes Active Athletic Wear for Women White S,"<br> <br><b>”Mippo”</b> is a professional brand for yoga workout clothes, casual wear, aimed at provide a comfortable, fashion, awesome feel. <br> <br>Mippo yoga workout clothes is super soft and comfortable, make you more beautiful, fashion, sexy and elegant, you can feel more powerful <br> <br><b>Size: <br> <br>XS (US: 0-2) - - Bust: 32.0” - - Length: 24.4” <br> <br>S (US: 2-4) - - Bust: 34.0” - - Length: 25.0” <br> <br>M (US: 6-8) - - Bust: 36.0” - - Length: 25.6” <br> <br>L (US: 10-12) - - Bust: 38.5” - - Length: 26.2” <br> <br>XL (US: 12-14) - -Bust: 41.0” - - Length: 26.8” </b><br> <br><b>Feature:</b> <br> <br>— 95% Modal and 5% Spandex, soft and comfortable to wear <br>— Sexy open tie back workout tops for women design let you enjoy yoga workout, offer you a awesome look <br>— Open back tank tops with mesh, cool you when heats up, sexy and comfortable, great for active <br>— Pair perfectly with your favorite pants, leggings, shorts, shirts for a cool sexy everyday look <br>— Wonderful for workout, perfect for yoga, running, exercise, fitness, any indoor or outdoor workout, or everyday wear <br> <br><b>Note:</b> <br> <br>1. Please check the size information in the description below before ordering instead of the default amazon size chart <br>2. Any question, please feel free to contact us, we will try out best to make you satisfied","Open back workout tops for women with soft mesh, show off your sexy charming back and a cool feeling
Open or tie back workout tank tops for women, cute and sports, offer you a awesome vision and maximum comfort
Super soft fabric, breathable, easy to care, comfortable and cute, great for sports yoga workout clothes
Perfect womens tank tops for yoga, running, exercise, fitness, gym, ahtletic and any type of workout or everyday wear
Please check the size information in the description below before ordering instead of the default amazon size chart",Mippo,White
1607626,poleras deportivas mujer,81893,B0888FXL5S,us,E,1,1,train,SAUKOLE Women's Sleeveless Yoga Workout Tank Tops Racerback Cute Printed Loose Fit Running Exercise T-Shirt,"XS(US0-2)</b>---Bust:31.50""/80cm--Front Length:24.8""/63cm-Back Length:26.38""/67<br> <b>S(US4-6)</b>---Bust:33.86""/86cm--Front Length:24.8""/63cm-Back Length:26.38""/67<br> <b>M(US8-10)</b>---Bust:37.00""/94cm--Front Length:25.2""/64cm-Back Length:26.77""/68cm<br> <b>L(US12-14)</b>--Bust:40.15""/102cm--Front Length:25.98""/66cm-Back Length：27.56""/70cm<br> <b>XL(US16-18)</b>---Bust:43.31""/110cm--Front Length:25.98""/66cm-Back Length：27.95""/71cm<br> <b>XL(US20)</b>---Bust:42.67""/116cm--Front Length:26.38""/67cm-Back Length：27.95""/71cm<br>","Cotton +Spandex +Ployester soft skin friendly,breathable and lightweight easy to care for yoga and workout sports
Features Cute printed and tie dye printing is combined a fashion wear to focus compliment to every occasions
Sleeveless,Scoop neck, Loose casual sporty basic tank tops, perfect for yoga, exercise, fitness, gym, running or everyday wear
Cute sexy design pair perfectly with your pants, leggings, shorts, jackets for a cool everyday look, make you more beautiful and elegant
High quality printed,Soft cotton fabric machine washable,line dry not dry at the high temperature.True to size",SAUKOLE,1# Blue Tie
1607628,poleras deportivas mujer,81893,B082D6HTBG,us,E,1,1,train,"4 Pieces Basic Crop Tank Tops Sleeveless Racerback Crop Sport Top for Women (Black, White, Grey, Olive Green, Medium)","<br>Features:<br><br>Package contents: <br>You will get 4 pieces of basic crop tank tops in total in various colors, enough quantity for you to choose and have a different wearing enjoyment.<br><br>Comfortable material: <br>The sleeveless racerback","Package contents: you will get 4 pieces of basic crop tank tops in total in various colors, enough quantity for you to choose and have a different wearing enjoyment
Comfortable material: the sleeveless racerback crop is made of spandex, soft and lightweight, have good elasticity and breathability, comfortable for you to wear for a long time
Various sizes: to give you a better wear experience, these women crop tank tops have various sizes for you to choose, fit for most women and girls, you can read size details in the following description or in the pictures carefully to get a suitable size for yourself
Applicable occasions: the racerback crop is suitable for both indoor and outdoor activities, you can wear it when running, doing yoga or other exercises in sports club, practical in the coming hot summer
Easy to match: the basic tank crop can be worn for laying or just wearing alone, matched with sweatpants, jeans, sport dress and other high-waisted clothes, convenient to wear and easy to match",Boao,"Black, White, Grey, Olive Green"
1607629,poleras deportivas mujer,81893,B07XKKZQ27,us,E,1,1,train,"HLXFHB Workout Tank Tops for Women Gym Exercise Athletic Yoga Tops Racerback Sports Shirts (Black, Medium)","<b>Material:</b> 95% Polyester, 5% Spandex. Naturally Breathable, lightweight, stretchy and comfortable to wear <br> <b>Feature:</b> Racerback, scoop neck, and loose fit design allows for easy layering over any bra, and keep you cool and dry <br> <b>Occasion:</b> This fabric is soft to the touch, quick drying and lightweight. The workout tank top is perfect for workout, yoga, running, gym, exercise and any type of workout or everyday use <br><br> <b>Size chart:</b> <br> S (US 4-6)---------------- Bust: 34.64’’--------- Length: 27.16’’<br> M (US 8-10)------------- Bust: 36.22’’---------- Length: 27.55’’<br> L (US 10-12) ----------- Bust: 37.79’’----------- Length: 27.95’’<br> XL (US 12-14) ----------- Bust: 39.76’’---------- Length: 28.35’’<br><br> <b>Note:</b> Please check our size chart before purchasing. Do not use amazon size chart","95% Polyester, 5% Spandex. Naturally Breathable, lightweight, stretchy and comfortable to wear
Racerback, scoop neck, and loose fit design allows for easy layering over any bra, and keep you cool and dry
This fabric is soft to the touch, quick drying and lightweight. The workout tank top is perfect for workout, yoga, running, gym, exercise and any type of workout or everyday use
Banded crew neckline make sure it's stretchy and offers you the maximum comfort
Please check our size chart before purchasing. Do not use amazon size chart",HLXFHB,Black
1607630,poleras deportivas mujer,81893,B0872LHT9H,us,E,1,1,train,"Under Armour Women's Tech Twist Crew Long-Sleeve T-Shirt , Cerise (653)/Metallic Silver , Large",,"UA Tech fabric is quick-drying, ultra-soft & has a more natural feel
Material wicks sweat & dries really fast
4-way stretch construction moves better in every direction
Allover twist effect
Under Armour’s mission is to make all athletes better through passion, design and the relentless pursuit of innovation",Under Armour,Cerise (653)/Metallic Silver
1607631,poleras deportivas mujer,81893,B07THNZ6JN,us,E,1,1,train,BALEAF Women's Long Sleeve Workout Shirts Sun Protection Activewear Running Tops Grey Size M,,"Quick-dry fabric with superior breathability helps keep you cool and dry
Longer back hem for extra coverage
Tag-free collar for added comfort
Reflective tapes & logo for low-light visibility
Beautiful stitched crew neckline",BALEAF,Grey
1607632,poleras deportivas mujer,81893,B07Q6RNVMX,us,E,1,1,train,OYANUS Womens Summer Workout Tops Sexy Backless Yoga Shirts Loose Open Back Running Sports Tank Tops Cute Muscle Tank Sleeveless Gym Fitness Quick Dry Activewear Clothes for Juniors Bisque S,"<br><b>OYANUS Womens Summer Workout Tops Sexy Backless Yoga Shirts Loose Open Back Running Sports Tank Tops Cute Muscle Tank Sleeveless Gym Fitness Quick Dry Activewear Clothes for Juniors </b> <br> <br><b>Size Detail</b> <br> <br><b>Size S:</b> <br>Bust 33.46 inches, Length24.02 inches <br><b>Size M:</b> <br>Bust 35.43 inches, Length 24.41 inches <br><b>Size L:</b> <br>Bust 38.39 inches, Length 24.80 inches <br><b>Size XL:</b> <br>Bust 41.34 inches, Length 25.20 inches <br> <br><b>Specifications:</b> <br><b>Brand:</b> OYANUS <br><b>Item Type:</b> Yoga tops & Workout clothes <br><b>Fabric Type:</b> Soft, Comfy, Breathable, Lightweight <br><b>Occasion:</b>Wonderful for Yoga,Workout,Sport,Athletic,Gym,Running,Hiking,Training,Exercise,Active wear,Lounging around or Casual at home","Please see size chart to choose: S (Bust-33.46”); M (Bust-35.43”); L (Bust-38.39”); XL (Bust-41.34”)
70% Modal,30% Polyester. Soft,Smooth,Shiny and has a silky luster and feel
This top is made of a light stretchy knit fabric. It is with unique and interesting backs,has a cooling effect on the skin, just what you want to stay cool in the summer while working out
Feature:Scoop Neck,Sleeveless,Solid Color,Open Back,Backless,Lightweight,Loose Fit,Casual,Summer,Sexy,Cute,Muscle
The shirts is Wonderful for Yoga,Workout,Sport,Athletic,Gym,Running,Hiking,Training,Exercise,Beach,Active wear,Lounging around or Casual at home",OYANUS,Bisque
1607633,poleras deportivas mujer,81893,B07KFQJD64,us,E,1,1,train,"5 Pack: Womens V Neck T-Shirt Ladies Yoga Top Athletic Tees Active Wear Gym Workout Zumba Exercise Running Essentials Quick Dry Fit Dri Fit Moisture Wicking Basic Clothes - Set 1,L","<b>Yoga, Lift, Run or Lounge in our 5 Pack Women’s Active V-Neck T-Shirt Designed with Both the Plus & Regular Size active women in mind, our active V Neck is perfect for a challenging workout or simply wearing around for errands or coffee.<BR> Our Active V-Neck top comes in a variety of different colors and fun styles so you can add a quick Dash of color and style to your gym outfit.<br> It’s the ultimate addition to the athleisure loving Women’sPlus & Regular Size wardrobe! <br>The V neck style of this yoga top moves with you whether you’re doing a chaturanga, handstand or just lounging at home. <br>You’ll fall in love with the slim V Neck style and body hugging fit because it stays with you regardless of if you’re upside down or squatting low. <br>And, at approximately 25.5 inches measured from the high point of the shoulder to hem and with a slight high-low hem, this yoga top sits below the waistband for bend over coverage. <br><br>Moisture wicking, four-way stretch material Allowing you to move, bend, and stretch as much as your workout requires. <br>So, if you’re headed to a 60-minute yoga class or running a cross-country race, you’ll feel cool, comfortable, and dry in our workout Top. <br>The moisture wicking fabric of our Active V-Neck Top is breathable and designed to keep you cool throughout grueling workouts, on a warm day or in a hot yoga studio. <br>During colder weather, take the opportunity to layer up! This yoga top is the ideal base layer to wear your favorite long sleeve tops and outerwear over. <br><br>Real Essentials Passion for active healthy living fuels us to create apparel that makes you feel amazing, look great and perform to your fullest potential. <br> We believe in exercising often and wearing activewear that not only makes your workout seamless, but also boosts your self-confidence.<br><br>Real Essentials Always Aspires to innovate and create Practical Activewear that withstand the toughest of workouts & outdoor activities.","Available In Both Regular & Plus Sizing,The Ideal V-Neck Short Sleeve Active Top for Yoga, Exercise, Fitness, Gym, Running, Any Type Of Workout Or Everyday Casual Use.
Providing four-way stretch, Dry-Fit sweat wicking fabric with bound edges and interlock seams, you won’t experience any chafing or rubbing
Banded V Neckline And Tag-Free Neck Label Offers You Maximum Comfort.
Flex Fabric Fits Any Cup Size & Straight Hem Designed For Tucked in or Un-tucked Look
Pair perfectly with your pants, leggings, shorts, shirts for a cool everyday look, make you more beautiful, sexy and elegant.",Real Essentials,Set 1
1607634,poleras deportivas mujer,81893,B08N4Z2XY8,us,E,1,1,train,"BALENNZ Workout Shirts for Women, Moisture Wicking Quick Dry Active Athletic Women's Gym Performance T Shirts","<p><b>Look Good, Feel Comfy & Deliver High Performance With BALENNZ Women's Shirts!</b></p> <p>If you’re looking for a comfortable and breathable t-shirt that can keep up with your active lifestyle then you’ve found it! BALENNZ active wear Women t-shirts are made with athletes in mind to bring you fitness tee shirts that offer just the right balance of comfort, performance, and style.</p> <p>BALENNZ active wear and casual shirts are available in a wide variety of color combinations for you to choose from. They aren’t only a functional but also a versatile addition to any wardrobe which you can pair up with any type of clothing to get the look you want. </p> <p><b>Live The Active Life You Want </b></p> <p>Our v-neck fitness shirts are made using 4-way stretch fabric which allows you to comfortably move in any direction. It’s not too tight or too loose allowing it to flex with your body to enhance your mobility so you can deliver optimal performance whether running, hiking, jogging, biking, exercise, yoga, weight lifting and more. </p> <p>It’s machine washable, quick-drying and maintains its softness even after multiple washes making BALENNZ v-neck workout t-shirts ideal for daily use. If you want to maintain performance for all indoor and outdoor activities while feeling comfortable then BALENNZ workout Women’s shirts are the way to go. </p> <p><b>Moisture Wicking & Breathable Fabric </b></p> <p>Whether you’re lifting weights at the gym, running down the track or exercising at home, you can count on BALENNZ quick-drying tee-shirts to keep you cool, dry and comfy the entire time. </p> <p>Thanks to the breathability and moisture wicking properties of the fabric, BALENNZ short sleeve shirts quickly absorbs any moisture and offer better ventilation to prevent sweat build-up.<br></p>","ATHLETIC PERFORMANCE WEAR: These Womens athletic shirts help dissipate heat quickly and offer more breathability while being gentle on your skin. We use a 4-Way Stretch Fabric that allows you to move seamlessly making sure you stay comfortable through any activity
BREATHABLE & QUICK DRYING: Our Womens quick dry shirts are made to enhance your workout performance. Thanks to their lightweight and quick-dry fabric, they allow more air to pass through and dry quickly to help you stay cool and dry while looking good
DESIGNED FOR COMFORT: These moisture wicking gym tee shirts are made with comfort and performance in mind. We combine a non-restrictive v-neck with short sleeves to bring you Women’s athletic performance shirts that deliver more flexibility and a wider range of motions
SUN PROTECTION: Whether it’s winter or summer, our Womens active shirts will help you deliver optimal performance while staying comfortable and safe from the sun. The sun protection material helps protect you from harmful UV rays making it ideal for all outdoor activities
PUSH YOUR LIMITS: Whether you’re training, exploring or adventuring, our Womens moisture wicking short sleeve shirts will give you the right support and comfort so you can push yourself further. Ideal for training, exercise, running, hiking, climbing, biking, cycling, sports and much more",BALENNZ,"5 Pack Black, Light Grey, Dark Grey, Navy, Light Blue"
1607635,poleras deportivas mujer,81893,B07X5BXYVN,us,E,1,1,train,"Reebok Women's Legend Running & Gym T-Shirt - Performance Short Sleeve Workout Clothes for Women - Medieval Blue Heather, Small","<p><b>About the Top</b></p> <p>The Reebok women's Legend polyspan tee is the anytime activewear shirt for the modern woman. This moisture-wicking shirt will make staying active a breeze. Material pulls perspiration away from your body to keep you dry, while flat seams keep you comfy as you move. This lightweight training shirt is versatile enough for any activity, making it a must-have for your athletic wardrobe.</p> <p> Make this Reebok top your go-to gym shirt for comfort and support when you need it most during your workouts. This performance tee is perfect for nearly any activity. Simplify your outfit decisions so you can focus on what really matters: getting that summer bod.</p> <p> This athletic shirt is made with quick-dry fabric, that is specifically designed to wick moisture from your skin. Stay dry and comfortable during high endurance workouts and never have to worry about sweating through your top.</p> <p><b>Reebok</b></p> <p>Through tough fitness, we will push each other to honor the body we’ve been given, because we have only one body to honor. We will endure sweat, tears and even a bit of blood. We will flip tires, sprint hills, and do push-ups until we can’t do them any longer. Why do we do this? We certainly aren’t flipping tires to be better tire flippers. We’re doing it to be better, period. Better leaders; better parents; better stronger, more determined humans—capable of anything. We do it to honor our bodies and sharpen our minds—to be more human.</p>","FITNESS FIRST: Make this Reebok top your go-to gym shirt for comfort and support when you need it most during your workouts. This dri fit performance tee is perfect for nearly any activity. Simplify your outfit decisions so you can focus on what really matters: getting that summer bod.
DON’T STOP: This athletic shirt is made with quick-dry fabric, that is specifically designed to wick moisture from your skin. Stay dry and comfortable during high endurance exercise and never have to worry about sweating through your top.
FITTED TO YOU: Fitted to support you, this performance top is designed to hug your upper torso and allow for room in the mid section. Just fitted enough to show off how toned you are, but not enough to restrict your motion.
YOUR LIFESTYLE: This athletic top can fit into whatever lifestyle you throw at it. Hitting that crow pose, going for a jog, or lounging at home; do it all with ease. Reebok tees are now also available in plus sizes 1X, 2X, and 3X.
POLYSPAN BLEND: The top is made from 96% Polyester and 4% Spandex ensuring a soft and machine washable shirt. Our women's gym shirts are available in sizes x-small, small, medium, large, and xl. Please note the model is wearing a small.",Reebok,Medieval Blue Heather
1675696,rainbow brite costume women,85402,B07TK6Y97Z,us,E,1,1,train,Rainbow Accessories Set Rainbow Stripe Knee Socks Long Gloves Suspender Bowtie and Temporary Tattoo,"<br>Features: <br>Rainbow color: <br>This costume set adopts rainbow as main element that matches with most kinds of outfits, adds vibrate and energetic touch to wears, and it can make you stand out in the crowds. <br> <br>Cute temporary tattoo: <br>Add rainbow tattoos to face and arm, you will get the party atmosphere immediately, combined with cute socks, gloves and suspenders, it will make you presence fun and attractive. <br> <br>Comfortable to wear: <br>Gloves and socks are made of acrylic staple fibre that is elastic material, giving comfortable wearing experience, suspenders are woven elastic tape, its good elasticity for better fitting. <br> <br>Specifications: <br>Rainbow gloves size: approx. 13.4 inch <br>Socks size: approx. 21 inches <br>Suspenders size: approx. 39.4 inch <br> <br>Package includes: <br>1 Pair rainbow knee socks <br>1 Pair long socks <br>1 Piece suspender <br>1 Piece bowtie <br>1 Sheet rainbow temporary tattoos <br> <br>Note: <br>Manual measurement, please allow slight size errors.","Unisex styles: rainbow gloves are approx. 13.4 inch, socks 21 inches long that can stretched over knee, suspenders are in the size of 39.4 inch, proper for both man and woman to wear
Comfortable to wear: gloves and socks are made of acrylic staple fibre that is elastic material, giving comfortable wearing experience, suspenders are woven elastic tape, its good elasticity for better fitting
Rainbow color: this costume set adopts rainbow as main element that matches with most kinds of outfits, adds vibrate and energetic touch to wears, and it can make you stand out in the crowds
Cute temporary tattoo: add rainbow tattoos to face and arm, you will get the party atmosphere immediately, combined with cute socks, gloves and suspenders, it will make you presence fun and attractive
Nice costume accessories set: package includes 1 pair rainbow knee socks, 1 pair long socks, 1 piece suspender, 1 piece bowtie and 1 sheet rainbow temporary tattoos, various and abundant costume accessories to meet your family and friends needs",Syhood,As the Pictures Shown
1675698,rainbow brite costume women,85402,B07HKMC1JX,us,E,1,1,train,Adult Rainbow Brite Costume Women's Rainbow Brite Costume Large,"The Fun Costumes Rainbow Brite Costume There isn't much like the magic of a rainbow cast across the sky and bringing cheerful color to all who see it. (Well, maybe a double rainbow.) That's part of why we're so excited to bring you this Rainbow Brite costume. Bring together the classic look of this cheerful, cartoon character in a Made by Us costume that also feels great and the smile you wear is going to inspire one on everyone else, too! Attention to Detail This is an officially licensed Rainbow Brite costume that features a short blue dress with high shoulders and the iconic Color Belt with attached red suspenders. The sleeves have rainbow stripes that match the legwarmers that also have a white fur trim. The satin choker also looks just like Rainbow Brite's necklace thanks to the bright yellow color and red stars. Fingerless gloves and a purple bow complete the look! Product Details: 95% polyester, 5% spandex Dress with high shoulders, a V-neck, rainbow sleeves, rainbow belt, and suspenders Leg warmers match the rainbow on the dress Fingerless gloves have a yellow star embroidery and one loop to tie on middle finger Choker has hook and loop fastener Hair bow has pin attached so you can pin to your hair Note: Purse not included Size Chart: S: Chest=35.5""; Waist=29.5”; Dress Length=34”; Leg Warmers Height=20"" M: Chest=37.5""; Waist=31.5”; Dress Length=34.5”; Leg Warmers Height=20"" L: Chest=40.5""; Waist=36”; Dress Length=35”; Leg Warmers Height=20"" XL: Chest=43""; Waist=39”; Dress Length=36”; Leg Warmers Height=20"" About Us: Fun Costumes are exclusively made by us and begin with passion, teamwork, and industry expertise decades in the making. Our products are proof that with the right people even a simple idea can grow into something incredible. We started in a small garage in Minnesota, providing costumes to our local community, and now we’re creating costumes for people all around the world! The only way to imp","Size: Large
PRODUCT INCLUDES: This colorful, polyester Rainbow Brite costume includes a dress, hair bow, choker, pair of fingerless gloves, and a pair of legwarmers.
FROM THE FUN COMPANY: We've got a pretty simple goal with our Made by Us costumes. We want you to have the best experience you can possibly have so you've got great memories that will last even longer than the costume, itself! This Rainbow Brite costume is a flashy example of that goal at work!
DETAILS THAT MATTER: When we think Rainbow Brite, we think bright colors! You'll find the dress and legwarmers in this costume are bright replications of this classic cartoon character.
HIGH QUALITY CONSTRUCTION: We have a ways to go before we can craft costumes out of rainbows and light. Still, our focus on high quality materials and expert design make sure that your Rainbow Brite costume is going to last for years to come and feel just as comfortable the first time as the last!",Fun Costumes,Multi
1675699,rainbow brite costume women,85402,B07HKHG8MB,us,E,1,1,train,Adult Plus Size Rainbow Brite Costume Women's Rainbow Brite Costume 3X,"The Fun Costumes Rainbow Brite Costume If you are ready to show your command over color, there's no better way than to put the bright back into the rainbow with this officially licensed look from a classic cartoon. Our Made by Us Rainbow Brite costume is designed to feel comfortable and look amazing while captivating everyone with this iconic and beloved character. In this costume, you'll be bringing cheer to all for years and years to come. Attention to Detail Our Rainbow Brite costume features a blue dress trimmed with yellow and red stars at the V-neck and with white fur at the hemline. It has rainbow sleeves that perfectly match the fur-trimmed legwarmers. That look alone would feel great, but the purple bow and fingerless gloves provide authentic accents and the rainbow detailed Color Belt and red suspenders complete your Rainbow Brite transformation. Product Details: 95% polyester, 5% spandex Dress with high shoulders, a V-neck, rainbow sleeves, rainbow belt, and suspenders Leg warmers match the rainbow on the dress Fingerless gloves have a yellow star embroidery and one loop to tie on middle finger Choker has hook and loop fastener Hair bow has pin attached so you can pin to your hair Note: Purse not included Size Chart: 1X: Chest=46""; Waist=42”; Dress Length=35.5”; Leg Warmers Height=20"" 2X: Chest=49""; Waist=45”; Dress Length=36.5”; Leg Warmers Height=20"" 3X: Chest=52""; Waist=49”; Dress Length=36.5”; Leg Warmers Height=20"" About Us: Fun Costumes are exclusively made by us and begin with passion, teamwork, and industry expertise decades in the making. Our products are proof that with the right people even a simple idea can grow into something incredible. We started in a small garage in Minnesota, providing costumes to our local community, and now we’re creating costumes for people all around the world! Feel the magic of the double rainbow all over in this classic Rainbow Brite costume! - Dress - Hair Bow - Choker -","Size: 3X
PRODUCT INCLUDES: This colorful, polyester Rainbow Brite costume includes a dress, hair bow, choker, pair of fingerless gloves, and a pair of legwarmers.
FROM THE FUN COMPANY: A great costume will leave a lasting experience for many years, just like some of the iconic characters from our favorite cartoons! Our Made by Us costumes are designed with the goal of letting you feel just like the characters you love and this Rainbow Brite look is no exception.
DETAILS THAT MATTER: Rainbow Brite means rainbow colors, so we know you'll feel bright and cheerful in this bright blue dress and multi-colored accessories.
HIGH QUALITY CONSTRUCTION: The champion of Rainbow Land wouldn't be able to do her job with an uncomfortable outfit and you wouldn't enjoy your time, either! That's why we used high quality materials and expert design to craft this Rainbow Brite costume so you'll feel as great as you look.",Fun Costumes,Multi
